repeat,cpuset,mode,cores,block_bytes,input,wall_seconds,input_bytes,output_bytes,calls,mbps,thread_cpu_seconds,process_cpu_seconds,cpu_cores_used,output_ratio,depth,validation,fallback,phase,dataset,compression_factor,space_saved_pct,payload_output_ratio,cpu_seconds_per_gb
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62",sync,32,65536,/root/hch/silesia/dickens,2.000571,8499448192,4971487616,130087,4248.511,63.965781,63.967937,31.974835,0.5849188681071497,8,PASS,0,scaling,dickens,1.7096388140736345,41.508113189285034,0.5847352039486376,7.526128232678567
3,0,sync,1,65536,/tmp/accflow-lz4-final/inputs/text,2.000007,3696820224,70756971,56409,1848.404,1.99885,1.998896,0.999445,0.019139954531908556,8,PASS,0,scaling,text,52.246728085632725,98.08600454680915,0.018956849063158556,0.5407068450402418
3,0,async,1,65536,/tmp/accflow-lz4-final/inputs/text,2.000020,7809794048,154967874,119168,3904.857,1.997049,1.997095,0.998538,0.019842760647405998,8,PASS,0,scaling,text,50.396213398397656,98.0157239352594,0.019659655178655998,0.25571673052139365
3,0,sw,1,65536,/tmp/accflow-lz4-final/inputs/text,2.000008,20449198080,100785690,312030,10224.557,1.9978,1.997857,0.998924,0.0049285888671875,8,PASS,0,scaling,text,202.89783281733747,99.50714111328125,0.0049285888671875,0.09769854994724565
3,"0,2",sync,2,65536,/tmp/accflow-lz4-final/inputs/text,2.000066,4045864960,77314112,61735,2022.866,3.997895,3.997951,1.99891,0.019109414862922166,8,PASS,0,scaling,text,52.330226078261106,98.08905851370778,0.018926309394172166,0.988157301226386
3,"0,2",async,2,65536,/tmp/accflow-lz4-final/inputs/text,2.000240,8522825728,170242667,130048,4260.901,3.994307,3.994384,1.996952,0.01997490884281519,8,PASS,0,scaling,text,50.06280668758555,98.00250911571848,0.01979180337406519,0.4686689752293384
3,"0,2",sw,2,65536,/tmp/accflow-lz4-final/inputs/text,2.000006,40578580480,199995140,619180,20289.231,3.995879,3.995949,1.997969,0.0049285888671875,8,PASS,0,scaling,text,202.89783281733747,99.50714111328125,0.0049285888671875,0.09847434170274849
3,"0,2,4,6",sw,4,65536,/tmp/accflow-lz4-final/inputs/text,2.000008,81257431040,400484470,1239890,40628.558,7.992817,7.99291,3.996439,0.0049285888671875,8,PASS,0,scaling,text,202.89783281733747,99.50714111328125,0.0049285888671875,0.09836528053742419
3,"0,2,4,6",async,4,65536,/tmp/accflow-lz4-final/inputs/text,2.000348,8525971456,168723851,130096,4262.245,7.990904,7.99099,3.994801,0.019789398999367235,8,PASS,0,scaling,text,50.53210560017386,98.02106010006327,0.019606293530617235,0.9372527272978944
3,"0,2,4,6",sync,4,65536,/tmp/accflow-lz4-final/inputs/text,2.000059,8092188672,161055759,123477,4045.976,7.994323,7.994387,3.997076,0.01990262035749035,8,PASS,0,scaling,text,50.244640255304375,98.00973796425096,0.01971951488874035,0.9879140642953116
3,"0,2,4,6,8,10,12,14",sw,8,65536,/tmp/accflow-lz4-final/inputs/text,2.000009,162033958912,798598766,2472442,81016.602,15.985941,15.986125,7.993025,0.0049285888671875,8,PASS,0,scaling,text,202.89783281733747,99.50714111328125,0.0049285888671875,0.09865910274204928
3,"0,2,4,6,8,10,12,14",sync,8,65536,/tmp/accflow-lz4-final/inputs/text,2.000108,8523022336,171478053,130051,4261.281,15.990492,15.99061,7.994872,0.020119395003307897,8,PASS,0,scaling,text,49.703283813235274,97.9880604996692,0.019936289534557897,1.876166619024099
3,"0,2,4,6,8,10,12,14",async,8,65536,/tmp/accflow-lz4-final/inputs/text,2.000816,8509194240,166997637,129840,4252.862,15.990162,15.990323,7.9919,0.019625552348420713,8,PASS,0,scaling,text,50.95397990571567,98.03744476515793,0.019442446879670713,1.8791818060554697
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30",sw,16,65536,/tmp/accflow-lz4-final/inputs/text,2.000008,317115924480,1562934015,4838805,158557.315,31.975722,31.976156,15.988013,0.0049285888671875,8,PASS,0,scaling,text,202.89783281733747,99.50714111328125,0.0049285888671875,0.10083428024762182
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30",async,16,65536,/tmp/accflow-lz4-final/inputs/text,2.001508,8506048512,166679298,129792,4249.819,31.992323,31.99263,15.98426,0.01959538530315873,8,PASS,0,scaling,text,51.032423426693335,98.04046146968413,0.01941227983440873,3.7611624192909376
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30",sync,16,65536,/tmp/accflow-lz4-final/inputs/text,2.000200,8518565888,171403872,129983,4258.857,31.981766,31.983783,15.990291,0.02012121221501081,8,PASS,0,scaling,text,49.69879494904293,97.98787877849891,0.01993810674626081,3.754597125914723
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62",sw,32,65536,/tmp/accflow-lz4-final/inputs/text,2.000010,631002300416,3109950913,9628331,315499.606,63.956763,63.957937,31.978812,0.0049285888671875,8,PASS,0,scaling,text,202.89783281733747,99.50714111328125,0.0049285888671875,0.10135927707051867
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62",async,32,65536,/tmp/accflow-lz4-final/inputs/text,2.002935,8465154048,164686810,129168,4226.374,64.004711,64.004725,31.955461,0.01945467372078236,8,PASS,0,scaling,text,51.4015302621989,98.05453262792176,0.01927156825203236,7.560963998655396
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62",sync,32,65536,/tmp/accflow-lz4-final/inputs/text,2.000455,8528986112,171614337,130142,4263.524,63.969939,63.970468,31.977967,0.020121305715171036,8,PASS,0,scaling,text,49.69856400750481,97.9878694284829,0.019938200246421036,7.500360202251435
1,"0,2,4,6,8,10,12,14,16,18",sync,10,65536,/root/hch/silesia/dickens,2.000157,8373662236,4898198024,128161,4186.502,19.987453,19.987651,9.993039,0.5849529018428395,8,PASS,0,crossing,dickens,1.70953934385075,41.50470981571605,0.5847692388341517,2.38696647138085
1,"0,2,4,6,8,10,12,14,16,18",sw,10,65536,/root/hch/silesia/dickens,2.000222,5731524962,3625618853,87722,2865.445,19.98693,19.987136,9.992461,0.6325749040679133,8,PASS,0,crossing,dickens,1.5808404563147829,36.74250959320867,0.6325749040679133,3.487228291338636
1,"0,2,4,6,8,10,12,14,16,18",async,10,65536,/root/hch/silesia/dickens,2.001150,8507964676,4976697119,130216,4251.539,19.982236,19.982433,9.985477,0.5849456724989346,8,PASS,0,crossing,dickens,1.70956047204849,41.50543275010654,0.5847620102413317,2.3486737146862127
1,"0,2,4,6,8,10,12,14,16,18,20,22",sync,12,65536,/root/hch/silesia/dickens,2.000143,8507371656,4976301711,130206,4253.382,23.982167,23.982407,11.990348,0.5849399687963979,8,PASS,0,crossing,dickens,1.7095771418349999,41.50600312036021,0.5847563078417365,2.8190148461523847
1,"0,2,4,6,8,10,12,14,16,18,20,22",sw,12,65536,/root/hch/silesia/dickens,2.000228,6877535362,4350568350,105262,3438.376,23.985376,23.985613,11.991439,0.6325766602434229,8,PASS,0,crossing,dickens,1.58083606754506,36.742333975657715,0.6325766602434229,3.4875303051913265
1,"0,2,4,6,8,10,12,14,16,18,20,22",async,12,65536,/root/hch/silesia/dickens,2.001447,8504881288,4974851382,130168,4249.367,23.988914,23.989132,11.985895,0.584940719751055,8,PASS,0,crossing,dickens,1.7095749470571822,41.5059280248945,0.5847570586337383,2.8206310220752373
1,"0,2,4,6,8,10,12,14,16,18,20,22,24,26",sync,14,65536,/root/hch/silesia/dickens,2.000203,8512611340,4979306104,130285,4255.873,27.981585,27.981817,13.989487,0.5849328608017949,8,PASS,0,crossing,dickens,1.7095979162963306,41.50671391982051,0.5847492015299738,3.2871014407195993
1,"0,2,4,6,8,10,12,14,16,18,20,22,24,26",async,14,65536,/root/hch/silesia/dickens,2.001608,8499700748,4971798470,130088,4246.435,27.987489,27.987736,13.982623,0.5849380604569963,8,PASS,0,crossing,dickens,1.7095827192689892,41.50619395430037,0.5847544003439779,3.2927907499079403
1,"0,2,4,6,8,10,12,14,16,18,20,22,24,26",sw,14,65536,/root/hch/silesia/dickens,2.000210,8026136032,5077144243,122842,4012.646,27.982221,27.982503,13.98978,0.6325764007434656,8,PASS,0,crossing,dickens,1.5808367160467929,36.742359925653446,0.6325764007434656,3.4864227180344907
1,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28",async,15,65536,/root/hch/silesia/dickens,2.001831,8494551378,4968780713,130008,4243.39,29.983949,29.984218,14.978394,0.5849373900861465,8,PASS,0,crossing,dickens,1.7095846785460664,41.506260991385346,0.5847537316525723,3.5298177226470124
1,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28",sync,15,65536,/root/hch/silesia/dickens,2.000206,8510972940,4978349812,130260,4255.047,29.980073,29.980109,14.988508,0.5849331030771671,8,PASS,0,crossing,dickens,1.7095972081923279,41.506689692283295,0.5847494436987365,3.522524300259378
1,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28",sw,15,65536,/root/hch/silesia/dickens,2.000218,8600517488,5440456713,131633,4299.791,29.979495,29.979773,14.988254,0.6325731818568915,8,PASS,0,crossing,dickens,1.580844760229232,36.74268181431085,0.6325731818568915,3.4858103645309395
1,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30",sync,16,65536,/root/hch/silesia/dickens,2.000216,8510916992,4978472230,130262,4255.0,31.980908,31.981264,15.988908,0.5849513318811135,8,PASS,0,crossing,dickens,1.7095439321150938,41.504866811888654,0.5847676684754582,3.757675469054792
1,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30",sw,16,65536,/root/hch/silesia/dickens,2.000207,9174309120,5803445536,140415,4586.68,31.979242,31.979569,15.988132,0.6325757569415755,8,PASS,0,crossing,dickens,1.580838324938146,36.74242430584245,0.6325757569415755,3.485774087368009
1,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30",async,16,65536,/root/hch/silesia/dickens,2.001860,8493746560,4968354734,130000,4242.927,31.984209,31.984468,15.977372,0.5849426632762633,8,PASS,0,crossing,dickens,1.7095692668389084,41.505733672373665,0.5847589987427174,3.765648971753638
2,"0,2,4,6,8,10,12,14,16,18",sw,10,65536,/root/hch/silesia/dickens,2.000191,5733787552,3627046671,87757,2866.619,19.986953,19.987129,9.992608,0.6325743041761028,8,PASS,0,crossing,dickens,1.5808419554797617,36.74256958238972,0.6325743041761028,3.4858509874556303
2,"0,2,4,6,8,10,12,14,16,18",async,10,65536,/root/hch/silesia/dickens,2.001029,8503770372,4974259854,130152,4249.699,19.986645,19.986847,9.988285,0.5849475745933277,8,PASS,0,crossing,dickens,1.7095549130111851,41.50524254066723,0.5847639120611006,2.350351211952975
2,"0,2,4,6,8,10,12,14,16,18",sync,10,65536,/root/hch/silesia/dickens,2.000141,8374645276,4898780167,128176,4187.028,19.986958,19.987129,9.992862,0.5849537509414148,8,PASS,0,crossing,dickens,1.7095368623427352,41.50462490585852,0.5847700879981725,2.3866239513784513
2,"0,2,4,6,8,10,12,14,16,18,20,22",sync,12,65536,/root/hch/silesia/dickens,2.000169,8503963784,4974292418,130154,4251.622,23.984496,23.985,11.991485,0.584938099966866,8,PASS,0,crossing,dickens,1.7095826037945645,41.50619000331341,0.5847544387895997,2.8204494526572645
2,"0,2,4,6,8,10,12,14,16,18,20,22",async,12,65536,/root/hch/silesia/dickens,2.001472,8496492680,4969960842,130040,4245.121,23.986633,23.986811,11.984583,0.584942638001543,8,PASS,0,crossing,dickens,1.7095693407074937,41.5057361998457,0.5847589763356331,2.8231426664396304
2,"0,2,4,6,8,10,12,14,16,18,20,22",sw,12,65536,/root/hch/silesia/dickens,2.000217,6877731970,4350695812,105265,3438.492,23.985082,23.985244,11.991319,0.6325771098637332,8,PASS,0,crossing,dickens,1.5808349439255167,36.74228901362668,0.6325771098637332,3.487376958657492
2,"0,2,4,6,8,10,12,14,16,18,20,22,24,26",sync,14,65536,/root/hch/silesia/dickens,2.000210,8510972940,4978348622,130260,4255.04,27.978485,27.978718,13.98789,0.5849329632576649,8,PASS,0,crossing,dickens,1.7095976168460465,41.50670367423351,0.5847493038792343,3.2873701041281893
2,"0,2,4,6,8,10,12,14,16,18,20,22,24,26",async,14,65536,/root/hch/silesia/dickens,2.001728,8500749324,4972414396,130104,4246.706,27.986945,27.987217,13.981529,0.5849383632524582,8,PASS,0,crossing,dickens,1.7095818342973037,41.506163674754184,0.5847547032078557,3.2923235274076648
2,"0,2,4,6,8,10,12,14,16,18,20,22,24,26",sw,14,65536,/root/hch/silesia/dickens,2.000227,8028460962,5078592670,122877,4013.776,27.982006,27.982302,13.989566,0.6325736270049512,8,PASS,0,crossing,dickens,1.5808436477737837,36.74263729950488,0.6325736270049512,3.485388062848502
2,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28",async,15,65536,/root/hch/silesia/dickens,2.001488,8492978514,4967863917,129984,4243.332,29.986678,29.987019,14.982363,0.5849377705137098,8,PASS,0,crossing,dickens,1.7095835666788455,41.50622294862902,0.5847541119777288,3.530801231931622
2,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28",sw,15,65536,/root/hch/silesia/dickens,2.000204,8601662770,5441187402,131650,4300.393,29.980928,29.98116,14.989051,0.6325739043126891,8,PASS,0,crossing,dickens,1.5808429547635714,36.74260956873109,0.6325739043126891,3.485507488687562
2,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28",sync,15,65536,/root/hch/silesia/dickens,2.000240,8507368460,4976240721,130205,4253.173,29.981437,29.984884,14.990642,0.5849330194639295,8,PASS,0,crossing,dickens,1.7095974525706632,41.50669805360705,0.5847493598508133,3.5245780338518453
2,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30",async,16,65536,/root/hch/silesia/dickens,2.001877,8493222272,4968055679,129992,4242.629,31.989743,31.98997,15.979984,0.5849435608648109,8,PASS,0,crossing,dickens,1.7095666435263397,41.50564391351891,0.5847598962967538,3.7665292365493386
2,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30",sw,16,65536,/root/hch/silesia/dickens,2.000191,9174636800,5803643518,140420,4586.88,31.979659,31.979954,15.988449,0.6325747432312525,8,PASS,0,crossing,dickens,1.5808408582547955,36.74252567687475,0.6325747432312525,3.4856915534792616
2,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30",sync,16,65536,/root/hch/silesia/dickens,2.000214,8510785920,4978393276,130260,4254.939,31.979657,31.981368,15.988977,0.5849510636028312,8,PASS,0,crossing,dickens,1.709544716169587,41.504893639716876,0.5847674001885833,3.7577455596486207
3,"0,2,4,6,8,10,12,14,16,18",sw,10,65536,/root/hch/silesia/dickens,2.000217,5731821472,3625814616,87727,2865.6,19.987481,19.987667,9.992749,0.6325763343663332,8,PASS,0,crossing,dickens,1.5808368819262324,36.74236656336668,0.6325763343663332,3.4871405359779497
3,"0,2,4,6,8,10,12,14,16,18",async,10,65536,/root/hch/silesia/dickens,2.001148,8509013252,4977299845,130232,4252.066,19.984468,19.984673,9.986603,0.5849444227660723,8,PASS,0,crossing,dickens,1.709564124521817,41.50555772339277,0.5847607605770831,2.348647535047933
3,"0,2,4,6,8,10,12,14,16,18",sync,10,65536,/root/hch/silesia/dickens,2.000148,8364945948,4893092549,128028,4182.163,19.984304,19.984509,9.991513,0.5849520821075842,8,PASS,0,crossing,dickens,1.7095417395506942,41.50479178924158,0.5847684185179388,2.3890780794319606
3,"0,2,4,6,8,10,12,14,16,18,20,22",sw,12,65536,/root/hch/silesia/dickens,2.000224,6881008770,4352751143,105315,3440.119,23.985259,23.985534,11.991425,0.6325745669700694,8,PASS,0,crossing,dickens,1.580841298741806,36.742543302993056,0.6325745669700694,3.485758382487863
3,"0,2,4,6,8,10,12,14,16,18,20,22",async,12,65536,/root/hch/silesia/dickens,2.001433,8496492680,4969954413,130040,4245.204,23.987036,23.987267,11.985045,0.5849418813363823,8,PASS,0,crossing,dickens,1.7095715521606334,41.505811866361775,0.5847582196704723,2.8231963356437566
3,"0,2,4,6,8,10,12,14,16,18,20,22",sync,12,65536,/root/hch/silesia/dickens,2.000129,8494002312,4968460682,130002,4246.727,23.983045,23.983363,11.990908,0.5849375240904691,8,PASS,0,crossing,dickens,1.7095842868944333,41.506247590953095,0.584753862261487,2.8235644539579683
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26",async,14,65536,/root/hch/silesia/dickens,2.001461,8500749324,4972413385,130104,4247.272,27.980688,27.980926,13.98025,0.5849382443217661,8,PASS,0,crossing,dickens,1.7095821818925458,41.50617556782339,0.5847545842771636,3.2915834750004915
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26",sync,14,65536,/root/hch/silesia/dickens,2.000199,8517133324,4981948137,130354,4258.143,27.982183,27.982454,13.989836,0.584932505748339,8,PASS,0,crossing,dickens,1.7095989540205845,41.5067494251661,0.5847488467705475,3.2854310171650893
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26",sw,14,65536,/root/hch/silesia/dickens,2.000231,8028102112,5078372193,122872,4013.587,27.981603,27.981879,13.989321,0.6325744394069311,8,PASS,0,crossing,dickens,1.580841617529706,36.742556059306885,0.6325744394069311,3.4854911671058724
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28",sync,15,65536,/root/hch/silesia/dickens,2.000214,8511562764,4978697016,130269,4255.326,29.982273,29.982571,14.989681,0.5849333611281822,8,PASS,0,crossing,dickens,1.7095964539811233,41.50666388718178,0.5847497017881357,3.522569454203228
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28",async,15,65536,/root/hch/silesia/dickens,2.001784,8489863956,4966040315,129936,4241.148,29.983425,29.98375,14.978511,0.5849375609240917,8,PASS,0,crossing,dickens,1.7095841792416058,41.506243907590836,0.5847539028574747,3.5317114803482488
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28",sw,15,65536,/root/hch/silesia/dickens,2.000221,8598289264,5439069123,131599,4298.67,29.981532,29.981821,14.989256,0.6325757317531437,8,PASS,0,crossing,dickens,1.580838387885294,36.74242682468562,0.6325757317531437,3.486951890014944
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30",sw,16,65536,/root/hch/silesia/dickens,2.000207,9175881984,5804427630,140439,4587.465,31.980077,31.980387,15.988536,0.6325743552631986,8,PASS,0,crossing,dickens,1.5808418278099885,36.74256447368014,0.6325743552631986,3.485265727672201
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30",async,16,65536,/root/hch/silesia/dickens,2.001594,8485357952,4963558127,129872,4239.301,31.98414,31.986813,15.980671,0.5849556559756078,8,PASS,0,crossing,dickens,1.7095312948674168,41.504434402439216,0.5847719908893715,3.7696480432461548
3,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30",sync,16,65536,/root/hch/silesia/dickens,2.000229,8513472896,4979958405,130301,4256.248,31.980527,31.980787,15.988559,0.5849502859567217,8,PASS,0,crossing,dickens,1.7095469888769081,41.504971404327826,0.5847666227185696,3.7564913156681294
1,0,sync,1,4096,/tmp/accflow-lz4-final/inputs/random,1.000005,1170432000,1173861000,285750,1170.426,0.998962,0.999011,0.999006,1.0029296875,8,PASS,0,screen,random,0.997078870496592,-0.29296875,1.0,0.8535404021762905
1,0,async,1,4096,/tmp/accflow-lz4-final/inputs/random,1.000015,2389475328,2396475744,583368,2389.44,0.998519,0.998568,0.998553,1.0029296875,8,PASS,0,screen,random,0.997078870496592,-0.29296875,1.0,0.4179026200014399
1,0,sw,1,4096,/tmp/accflow-lz4-final/inputs/random,1.000004,2511220736,2522256224,613091,2511.211,0.999191,0.999233,0.999229,1.0043944715180944,8,PASS,0,screen,random,0.9956247553698176,-0.4394471518094356,1.0043944715180944,0.39790727500587186
1,0,async,1,65536,/tmp/accflow-lz4-final/inputs/random,1.000052,3599761408,3600420544,54928,3599.574,0.998486,0.99854,0.998488,1.00018310546875,8,PASS,0,screen,random,0.9998169280527247,-0.018310546875,1.0,0.27739060643876984
1,0,sync,1,65536,/tmp/accflow-lz4-final/inputs/random,1.000930,1526792192,1527071756,23297,1525.373,0.999452,0.9995,0.998571,1.00018310546875,8,PASS,0,screen,random,0.9998169280527247,-0.018310546875,1.0,0.6546404974017578
1,0,sw,1,65536,/tmp/accflow-lz4-final/inputs/random,1.000011,8501526528,8534995062,129723,8501.436,0.998659,0.998701,0.99869,1.003936767578125,8,PASS,0,screen,random,0.9960786697875186,-0.3936767578125,1.003936767578125,0.11747313811357903
1,0,sw,1,262144,/tmp/accflow-lz4-final/inputs/random,1.000003,9072541696,9108154357,34609,9072.514,0.998637,0.998685,0.998682,1.0039253234863281,8,PASS,0,screen,random,0.9960900244325975,-0.3925323486328125,1.0039253234863281,0.11007775257073892
1,0,sync,1,262144,/tmp/accflow-lz4-final/inputs/random,1.003180,1526988800,1527058700,5825,1522.148,1.001691,1.001733,0.998557,1.0000457763671875,8,PASS,0,screen,random,0.9999542257281924,-0.00457763671875,1.0,0.6560185641178246
1,0,async,1,262144,/tmp/accflow-lz4-final/inputs/random,1.000234,3498049536,3498209664,13344,3497.233,0.998307,0.998359,0.998126,1.0000457763671875,8,PASS,0,screen,random,0.9999542257281924,-0.00457763671875,1.0,0.28540447747392905
1,0,async,1,1048576,/tmp/accflow-lz4-final/inputs/random,1.019325,3489660928,3489700864,3328,3423.502,1.0171,1.017154,0.997871,1.0000114440917969,8,PASS,0,screen,random,0.9999885560391689,-0.0011444091796875,1.0,0.29147645601859457
1,0,sync,1,1048576,/tmp/accflow-lz4-final/inputs/random,1.000901,1526726656,1526744128,1456,1525.352,0.999385,0.999428,0.998527,1.0000114440917969,8,PASS,0,screen,random,0.9999885560391689,-0.0011444091796875,1.0,0.6546214386657044
1,0,sw,1,1048576,/tmp/accflow-lz4-final/inputs/random,1.000043,10634657792,10676381980,10142,10634.205,0.998588,0.998625,0.998583,1.0039234161376953,8,PASS,0,screen,random,0.9960919168986121,-0.39234161376953125,1.0039234161376953,0.09390288051875285
1,0,sync,1,4194304,/tmp/accflow-lz4-final/inputs/random,1.002013,1539309568,1539313972,367,1536.217,1.000719,1.000765,0.998754,1.0000028610229492,8,PASS,0,screen,random,0.9999971389852362,-0.000286102294921875,1.0,0.6501388809661449
1,0,sw,1,4194304,/tmp/accflow-lz4-final/inputs/random,1.000132,14965276672,15023970272,3568,14963.296,0.998793,0.998839,0.998707,1.0039219856262207,8,PASS,0,screen,random,0.9960933362528421,-0.3921985626220703,1.0039219856262207,0.06674377105695785
1,0,async,1,4194304,/tmp/accflow-lz4-final/inputs/random,1.004653,3288334336,3288343744,784,3273.105,1.002002,1.002056,0.997415,1.0000028610229492,8,PASS,0,screen,random,0.9999971389852362,-0.000286102294921875,1.0,0.30473057104616746
1,0,sync,1,4096,/tmp/accflow-lz4-final/inputs/repeated,1.000002,1402175488,53214022,342328,1402.172,0.99928,0.999315,0.999313,0.03795104282981161,8,PASS,0,screen,repeated,26.349737067421817,96.20489571701883,0.03502135532981161,0.7126889669319337
1,0,async,1,4096,/tmp/accflow-lz4-final/inputs/repeated,1.000010,3019440128,152652134,737168,3019.409,0.998742,0.998778,0.998767,0.050556436799133644,8,PASS,0,screen,repeated,19.779874993427867,94.94435632008663,0.047626749299133644,0.3307825151881932
1,0,sw,1,4096,/tmp/accflow-lz4-final/inputs/repeated,1.000002,7478910976,47473556,1825906,7478.894,0.998997,0.99546,0.995457,0.00634765625,8,PASS,0,screen,repeated,157.53846153846155,99.365234375,0.00634765625,0.13310226625165808
1,0,async,1,65536,/tmp/accflow-lz4-final/inputs/repeated,1.000130,3905421312,66222781,59592,3904.915,0.998743,0.998779,0.998649,0.016956629185312336,8,PASS,0,screen,repeated,58.973985281590636,98.30433708146876,0.016773523716562336,0.2557416780952928
1,0,sync,1,65536,/tmp/accflow-lz4-final/inputs/repeated,1.000032,1861222400,34199239,28400,1861.162,0.999397,0.999427,0.999395,0.018374611760528993,8,PASS,0,screen,repeated,54.42291859184352,98.1625388239471,0.018191506291778993,0.5369734428298305
1,0,sw,1,65536,/tmp/accflow-lz4-final/inputs/repeated,1.000004,10721361920,43679865,163595,10721.319,0.998876,0.996012,0.996008,0.0040740966796875,8,PASS,0,screen,repeated,245.45318352059925,99.59259033203125,0.0040740966796875,0.09289976473436688
1,0,sw,1,262144,/tmp/accflow-lz4-final/inputs/repeated,1.000023,11276910592,44652684,43018,11276.646,0.998863,0.998896,0.998872,0.00395965576171875,8,PASS,0,screen,repeated,252.54720616570327,99.60403442382812,0.00395965576171875,0.0885788702367323
1,0,sync,1,262144,/tmp/accflow-lz4-final/inputs/repeated,1.000125,1869086720,30358195,7130,1868.854,0.99949,0.997007,0.996883,0.01624226135425113,8,PASS,0,screen,repeated,61.567781615474836,98.3757738645749,0.01619648498706363,0.5334193375468421
1,0,async,1,262144,/tmp/accflow-lz4-final/inputs/repeated,1.000320,3783262208,61583497,14432,3782.053,0.998787,0.99883,0.998511,0.01627788231801035,8,PASS,0,screen,repeated,61.43305255951931,98.37221176819897,0.01623210595082285,0.26401289286476015
1,0,async,1,1048576,/tmp/accflow-lz4-final/inputs/repeated,1.001091,3800039424,61054330,3624,3795.898,0.999749,0.999803,0.998714,0.01606676225893808,8,PASS,0,screen,repeated,62.240293587694765,98.3933237741062,0.016055318167141206,0.2631033230038405
1,0,sync,1,1048576,/tmp/accflow-lz4-final/inputs/repeated,1.000056,1875902464,30110630,1789,1875.797,0.999477,0.999512,0.999455,0.01605127696020767,8,PASS,0,screen,repeated,62.300339248962906,98.39487230397923,0.016039832868410795,0.5328166144996331
1,0,sw,1,1048576,/tmp/accflow-lz4-final/inputs/repeated,1.000080,11283726336,44356842,10761,11282.827,0.998475,0.995753,0.995674,0.0039310455322265625,8,PASS,0,screen,repeated,254.38524987869965,99.60689544677734,0.0039310455322265625,0.08824682293322857
1,0,sync,1,4194304,/tmp/accflow-lz4-final/inputs/repeated,1.000508,1874853888,29866713,447,1873.902,0.999879,0.999913,0.999405,0.015930154979629005,8,PASS,0,screen,repeated,62.77402833046944,98.4069845020371,0.015927293956679786,0.5333284937028651
1,0,sw,1,4194304,/tmp/accflow-lz4-final/inputs/repeated,1.000079,11496587264,45114119,2741,11495.674,0.99896,0.999012,0.998932,0.003924131393432617,8,PASS,0,screen,repeated,254.8334649735707,99.60758686065674,0.003924131393432617,0.08689639603991614
1,0,async,1,4194304,/tmp/accflow-lz4-final/inputs/repeated,1.009046,3825205248,60833310,912,3790.913,1.007772,1.007817,0.998782,0.015903279969566746,8,PASS,0,screen,repeated,62.88011038689166,98.40967200304333,0.015900418946617527,0.2634674310684204
1,0,sync,1,4096,/tmp/accflow-lz4-final/inputs/text,1.000002,1388998656,69710071,339111,1388.996,0.99927,0.999306,0.999303,0.05018728470245547,8,PASS,0,screen,text,19.925365676359732,94.98127152975445,0.04725759720245547,0.719443460714191
1,0,async,1,4096,/tmp/accflow-lz4-final/inputs/text,1.000007,2905964544,191635149,709464,2905.943,0.998654,0.998691,0.998684,0.0659454532560188,8,PASS,0,screen,text,15.164047718615544,93.40545467439811,0.0630157657560188,0.34366936859639813
1,0,sw,1,4096,/tmp/accflow-lz4-final/inputs/text,1.000003,6155476992,123229764,1502802,6155.458,0.998891,0.998926,0.998923,0.02001953125,8,PASS,0,screen,text,49.951219512195124,97.998046875,0.02001953125,0.16228246832832935
1,0,async,1,65536,/tmp/accflow-lz4-final/inputs/text,1.000024,3903848448,77529146,59568,3903.754,0.99853,0.998569,0.998545,0.019859671048377745,8,PASS,0,screen,text,50.35330129910111,98.01403289516223,0.019676565579627745,0.2557909235722462
