phase,dataset,block_bytes,cores,mode,samples,mbps,mbps_min,mbps_max,output_ratio,output_ratio_min,output_ratio_max,compression_factor,compression_factor_min,compression_factor_max,space_saved_pct,space_saved_pct_min,space_saved_pct_max,payload_output_ratio,payload_output_ratio_min,payload_output_ratio_max,cpu_seconds_per_gb,cpu_seconds_per_gb_min,cpu_seconds_per_gb_max,cpu_cores_used,cpu_cores_used_min,cpu_cores_used_max
screen,repeated,65536,1,sw,3,10721.319,10693.596,10761.669,0.0040740966796875,0.0040740966796875,0.0040740966796875,245.45318352059925,245.45318352059925,245.45318352059925,99.59259033203125,99.59259033203125,99.59259033203125,0.0040740966796875,0.0040740966796875,0.0040740966796875,0.09289976473436688,0.09280820142059035,0.09341374705568549,0.998771,0.996008,0.998929
screen,repeated,262144,1,sw,3,11280.444,11276.646,11368.504,0.00395965576171875,0.00395965576171875,0.00395965576171875,252.54720616570327,252.54720616570327,252.54720616570327,99.60403442382812,99.60403442382812,99.60403442382812,0.00395965576171875,0.00395965576171875,0.00395965576171875,0.08855732118004116,0.08754082830865716,0.0885788702367323,0.998872,0.995209,0.998965
screen,repeated,262144,1,sync,3,1869.315,1868.854,1872.878,0.01624226135425113,0.016234930317413566,0.016248833262189843,61.567781615474836,61.542880271098966,61.595583131478016,98.3757738645749,98.37511667378102,98.37650696825865,0.01619648498706363,0.016189153950226066,0.016203056895002343,0.5336598635887749,0.5334193375468421,0.5346230547151631,0.999379,0.996883,0.99948
screen,repeated,262144,1,async,3,3782.053,3781.694,3782.783,0.01627788231801035,0.016268997657589795,0.016278249461476397,61.43305255951931,61.43166698400643,61.46660175671493,98.37221176819897,98.37217505385236,98.37310023424102,0.01623210595082285,0.016223221290402295,0.016232473094288897,0.2640377391468395,0.26401289286476015,0.2640411753347866,0.998511,0.99851,0.99881
screen,repeated,1048576,1,async,3,3795.898,3795.357,3796.591,0.016069532756510685,0.01606676225893808,0.016073834290830768,62.22956293454412,62.212909621100465,62.240293587694765,98.39304672434893,98.39261657091693,98.3933237741062,0.01605808866471381,0.016055318167141206,0.016062390199033893,0.2631033230038405,0.2630649023498131,0.2631414805027033,0.998716,0.998714,0.99875
screen,repeated,1048576,1,sync,3,1875.797,1874.663,1875.885,0.016004427584855915,0.016000271910255656,0.01605127696020767,62.48270953134515,62.300339248962906,62.49893786861413,98.39955724151442,98.39487230397923,98.39997280897444,0.01599298349305904,0.01598882781845878,0.016039832868410795,0.5327805460498319,0.5317955742479704,0.5328166144996331,0.999435,0.996937,0.999455
screen,repeated,1048576,1,sw,3,11304.942,11282.827,11421.46,0.0039310455322265625,0.0039310455322265625,0.0039310455322265625,254.38524987869965,254.38524987869965,254.38524987869965,99.60689544677734,99.60689544677734,99.60689544677734,0.0039310455322265625,0.0039310455322265625,0.0039310455322265625,0.08824682293322857,0.08746672188799036,0.08835621831855356,0.998862,0.995674,0.998997
screen,repeated,4194304,1,sync,3,1874.294,1873.902,1874.773,0.015909576309340645,0.015895869641229344,0.015930154979629005,62.85522508936279,62.77402833046944,62.90942380442563,98.40904236906593,98.4069845020371,98.41041303587707,0.015906715286391426,0.015893008618280125,0.015927293956679786,0.53319621672833,0.5331028761212991,0.5333284937028651,0.999405,0.999367,0.999447
screen,repeated,4194304,1,sw,3,11495.674,11421.462,11578.699,0.003924131393432617,0.003924131393432617,0.003924131393432617,254.8334649735707,254.8334649735707,254.8334649735707,99.60758686065674,99.60758686065674,99.60758686065674,0.003924131393432617,0.003924131393432617,0.003924131393432617,0.08689639603991614,0.08600529273840363,0.08712115966976126,0.995829,0.995051,0.998932
screen,repeated,4194304,1,async,3,3770.397,3747.308,3790.913,0.01590636660132492,0.015903279969566746,0.015907329164053265,62.867908496256156,62.8641043186407,62.88011038689166,98.40936333986751,98.40926708359467,98.40967200304333,0.0159035055783757,0.015900418946617527,0.015904468141104047,0.26435862507736474,0.2634674310684204,0.26652896613405463,0.998767,0.996737,0.998782
screen,text,4096,1,sync,3,1383.035,1377.044,1388.996,0.05034657099931217,0.05018728470245547,0.050418267137239195,19.862325877439833,19.83408111345808,19.925365676359732,94.96534290006878,94.95817328627608,94.98127152975445,0.04741688349931217,0.04725759720245547,0.047488579637239195,0.7225754424436409,0.719443460714191,0.725691242954657,0.999309,0.999303,0.999347
screen,text,4096,1,async,3,2905.943,2894.297,2921.861,0.06465896917716464,0.06334893200969946,0.0659454532560188,15.465758466702654,15.164047718615544,15.785585775098596,93.53410308228354,93.40545467439811,93.66510679903006,0.06172928167716464,0.06041924450969947,0.0630157657560188,0.34366936859639813,0.34178667612115055,0.3450450857483966,0.998663,0.998653,0.998684
screen,text,4096,1,sw,3,6095.065,6092.37,6155.458,0.02001953125,0.02001953125,0.02001953125,49.951219512195124,49.951219512195124,49.951219512195124,97.998046875,97.998046875,97.998046875,0.02001953125,0.02001953125,0.02001953125,0.16391052434483355,0.16228246832832935,0.16397827553122934,0.999017,0.998923,0.999045
screen,text,65536,1,async,3,3903.754,3892.145,3904.833,0.01986025376566525,0.019859671048377745,0.01988993884413378,50.35182388901884,50.27667545066053,50.35330129910111,98.01397462343347,98.01100611558662,98.01403289516223,0.01967714829691525,0.019676565579627745,0.01970683337538378,0.2557332145756689,0.2550671615354741,0.2557909235722462,0.995995,0.995351,0.998545
screen,text,65536,1,sync,3,1854.77,1854.353,1858.438,0.019181691532918113,0.01916790898317397,0.0191851147458355,52.13304563280452,52.123743498436426,52.170531531520886,98.08183084670819,98.08148852541645,98.0832091016826,0.018998586064168113,0.01898480351442397,0.0190020092770855,0.537767804041807,0.5370159758529254,0.5388457348351596,0.999408,0.995817,0.999435
screen,text,65536,1,sw,3,10202.681,10158.856,10381.721,0.0049285888671875,0.0049285888671875,0.0049285888671875,202.89783281733747,202.89783281733747,202.89783281733747,99.50714111328125,99.50714111328125,99.50714111328125,0.0049285888671875,0.0049285888671875,0.0049285888671875,0.09790526227183913,0.0962175528905752,0.09800882643335761,0.998896,0.995657,0.998904
screen,text,262144,1,sw,3,10541.584,10395.692,10542.006,0.00417327880859375,0.00417327880859375,0.00417327880859375,239.6197440585009,239.6197440585009,239.6197440585009,99.58267211914062,99.58267211914062,99.58267211914062,0.00417327880859375,0.00417327880859375,0.00417327880859375,0.09476526079857528,0.09474886541237333,0.09608492986046757,0.99887,0.998843,0.998976
screen,text,262144,1,sync,3,1867.015,1865.368,1868.6,0.016448289507758156,0.01641899846869708,0.016451363276592527,60.796595264713126,60.78523604319338,60.90505470881833,98.35517104922418,98.35486367234074,98.3581001531303,0.016402513140570656,0.01637322210150958,0.016405586909405027,0.5353193645913765,0.5348356463394454,0.5357859173539383,0.999438,0.999394,0.999449
screen,text,262144,1,async,3,3783.774,3782.602,3785.121,0.016870745798436608,0.016867958607766107,0.016890465585809006,59.274202335066235,59.2049991114619,59.28399655543346,98.31292542015633,98.3109534414191,98.31320413922339,0.016824969431249108,0.016822182240578607,0.016844689218621506,0.2636592474010182,0.26340986552991363,0.26398249581753547,0.997627,0.997038,0.998541
screen,text,1048576,1,async,3,3797.326,3797.209,3798.475,0.016097081154913827,0.016096337215263587,0.016098209301104345,62.12306382606128,62.118710304716906,62.12593502649382,98.39029188450861,98.39017906988956,98.39036627847364,0.016085637063116952,0.016084893123466712,0.01608676520930747,0.2630154291788737,0.26296621916309887,0.26304569202279937,0.998839,0.998756,0.99887
screen,text,1048576,1,sync,3,1875.168,1874.032,1875.386,0.016080476560315297,0.016059921865959018,0.016083021147948125,62.18721169420321,62.17737269639667,62.2668035589652,98.39195234396847,98.39169788520519,98.39400781340409,0.016069032468518422,0.016048477774162143,0.01607157705615125,0.5329893313685631,0.532928560618384,0.533303425082691,0.999444,0.999428,0.999446
screen,text,1048576,1,sw,3,10578.737,10487.996,10634.527,0.0039844512939453125,0.0039844512939453125,0.0039844512939453125,250.97558640497846,250.97558640497846,250.97558640497846,99.60155487060547,99.60155487060547,99.60155487060547,0.0039844512939453125,0.0039844512939453125,0.0039844512939453125,0.09442699098506689,0.09393005581725822,0.09523252719618684,0.998902,0.998799,0.998919
screen,text,4194304,1,sync,3,1873.775,1873.757,1874.682,0.015924749758419576,0.01592139643044013,0.015943019982152338,62.79533525927401,62.72337368450053,62.808561068682344,98.40752502415803,98.40569800178477,98.407860356956,0.015921888735470357,0.01591853540749091,0.01594015895920312,0.5333540956979363,0.5331114101196562,0.5333588960720121,0.999394,0.999376,0.999414
screen,text,4194304,1,sw,3,10671.458,10509.496,10672.255,0.003937244415283203,0.003937244415283203,0.003937244415283203,253.98474022041904,253.98474022041904,253.98474022041904,99.60627555847168,99.60627555847168,99.60627555847168,0.003937244415283203,0.003937244415283203,0.003937244415283203,0.09360088580717975,0.0935937660382164,0.09504843024568185,0.998911,0.998782,0.998932
screen,text,4194304,1,async,3,3764.68,3688.069,3786.416,0.015933479656252945,0.015932366513369375,0.0159344811711395,62.760929914487285,62.756985261070064,62.76531481753617,98.4066520343747,98.40655188288605,98.40676334866306,0.015930618633303726,0.015929505490420156,0.01593162014819028,0.26529609111317415,0.2637936880714015,0.27064769937281025,0.998755,0.998167,0.998832
screen,dickens,4096,1,sync,3,299.001,297.575,299.358,0.7517114602592684,0.7516977514767077,0.75174126916996,1.3302976645521618,1.3302449140568757,1.3303219253157315,24.828853974073162,24.825873083004,24.83022485232923,0.7487810629641579,0.7487673550265184,0.7488108684749288,3.342517231891527,3.3378535977744264,3.358490934037985,0.999403,0.999213,0.999417
screen,dickens,4096,1,async,3,370.529,369.657,371.016,0.7517347614992373,0.7517297925800217,0.7517473534844804,1.330256429815258,1.330234147635938,1.3302652227842224,24.826523850076263,24.825264651551958,24.827020741997828,0.7488043629974688,0.7487993950201224,0.7488169532810351,2.696356529658756,2.6930972807168945,2.702888305781877,0.99914,0.99908,0.999181
screen,dickens,4096,1,sw,3,328.262,327.995,328.435,0.7563652683336066,0.7563636514876728,0.7563674045977734,1.322112531955836,1.3221087978160393,1.3221153581787344,24.363473166639338,24.36325954022266,24.363634851232717,0.7563652683336066,0.7563636514876728,0.7563674045977734,3.0445926727377546,3.042967491762648,3.04672864212182,0.999416,0.999313,0.999423
screen,dickens,65536,1,async,3,520.811,520.488,522.033,0.5849421451992523,0.5849367997396272,0.5849558182365565,1.7095707809861507,1.7095308206603723,1.7095864039416393,41.50578548007478,41.50441817634435,41.50632002603728,0.5847584811754335,0.5847531351532977,0.5847721553343703,1.9175247904695565,1.9087046077254066,1.9186203224457552,0.998618,0.996406,0.998669
screen,dickens,65536,1,sync,3,428.116,427.25,428.207,0.5849619222818453,0.5849517799553061,0.5849686188617257,1.7095129818008594,1.7094934117079175,1.7095426226011416,41.503807771815474,41.50313811382743,41.50482200446939,0.5847782571066819,0.5847681270573369,0.5847849535152154,2.3340582566598167,2.3336101153046513,2.338956651379773,0.999268,0.999248,0.999319
screen,dickens,65536,1,sw,3,286.119,285.772,286.12,0.6325551659104159,0.6325551659104159,0.632571565883028,1.5808897846257137,1.5808487986716038,1.5808897846257137,36.74448340895841,36.7428434116972,36.74448340895841,0.6325551659104159,0.6325551659104159,0.632571565883028,3.491493943634194,3.484592570166526,3.4959270870608288,0.998986,0.997009,0.999037
screen,dickens,262144,1,sw,3,331.292,331.281,331.405,0.635091199079477,0.635091199079477,0.6350933538331598,1.5745770079154529,1.574571665668386,1.5745770079154529,36.4908800920523,36.49066461668402,36.4908800920523,0.635091199079477,0.635091199079477,0.6350933538331598,3.014364898767763,3.0139602785591326,3.0150498692291814,0.998828,0.998635,0.99884
screen,dickens,262144,1,sync,3,439.019,437.128,439.163,0.5709197918715782,0.5709163702539062,0.5709430633135485,1.7515595259393961,1.751488132978373,1.7515700233911065,42.90802081284218,42.90569366864515,42.90836297460938,0.5708738757642692,0.5708704542299801,0.5708971470391749,2.275937994214525,2.2752081828017885,2.2859012214244334,0.999187,0.999181,0.999231
screen,dickens,262144,1,async,3,537.339,534.962,539.407,0.5709381294949305,0.5709160614554761,0.5709382703806333,1.7515032686372354,1.7515028364332974,1.751570970784445,42.90618705050695,42.906172961936676,42.908393854452385,0.5708922155859124,0.5708701464686585,0.5708923564716152,1.8582731502978909,1.8511232008840148,1.866678870806392,0.998522,0.998508,0.998602
screen,dickens,1048576,1,async,3,542.494,540.182,542.51,0.5674442409120029,0.5674441841864672,0.5674445538173766,1.762287689082523,1.7622867173060133,1.7622878652526484,43.25557590879971,43.25554461826234,43.255581581353276,0.5674324712782968,0.5674324145527612,0.5674327841836705,1.8404911096318797,1.8404343840962942,1.8485790730928178,0.998485,0.998425,0.99857
screen,dickens,1048576,1,sync,3,441.095,437.279,441.572,0.5674516738905883,0.5674409020597719,0.5674714049172094,1.7622646050962438,1.7622033310134702,1.7622980584763417,43.25483261094117,43.25285950827906,43.255909794022806,0.5674399028123964,0.5674291317564812,0.5674596314920668,2.2648315619197246,2.262140194337742,2.284489403595656,0.99896,0.998898,0.999006
screen,dickens,1048576,1,sw,3,329.525,329.369,329.748,0.6317414670318781,0.6317414670318781,0.6317414670318781,1.5829260103793998,1.5829260103793998,1.5829260103793998,36.82585329681219,36.82585329681219,36.82585329681219,0.6317414670318781,0.6317414670318781,0.6317414670318781,3.0302836203704975,3.028857870931208,3.031957589457392,0.998632,0.998554,0.998761
screen,dickens,4194304,1,sync,3,441.275,438.424,441.554,0.5665534532842651,0.566553421643665,0.5665536408678238,1.7650585204327673,1.7650579360292185,1.765058619006898,43.344654671573494,43.34463591321762,43.344657835633505,0.5665499276173809,0.5665498959767806,0.5665501152009395,2.2638578269223997,2.262440780040057,2.278453183806245,0.998984,0.998929,0.99899
screen,dickens,4194304,1,sw,3,329.359,329.099,329.384,0.630897598933813,0.630897598933813,0.630897598933813,1.5850432807003108,1.5850432807003108,1.5850432807003108,36.910240106618694,36.910240106618694,36.910240106618694,0.630897598933813,0.630897598933813,0.630897598933813,3.0322905670334475,3.032193700829504,3.034951360573014,0.998787,0.998682,0.998798
screen,dickens,4194304,1,async,3,539.753,539.723,539.844,0.5665604192193601,0.566560329211011,0.5665604284038855,1.7650368188054122,1.7650367901923556,1.7650370992134146,43.34395807806399,43.34395715961145,43.343967078898906,0.566556892361598,0.5665568023532488,0.5665569015461234,1.8501987665395436,1.849980174834495,1.8502446891666553,0.99865,0.99862,0.998701
screen,xml,4096,1,sync,3,567.366,566.254,570.666,0.3505046230843063,0.35029873148019797,0.3505233968399176,2.8530294157046585,2.8528766097080114,2.854706312450717,64.94953769156938,64.94766031600824,64.9701268519802,0.3475749355843063,0.34736904398019797,0.3475937093399176,1.7609300137375032,1.7507723172950627,1.764544088866043,0.999105,0.999091,0.999179
screen,xml,4096,1,async,3,765.451,762.881,767.029,0.3507578218138063,0.35057657066668324,0.3507827556958412,2.850969922292517,2.850767273369293,2.8524438986276905,64.92421781861937,64.92172443041588,64.94234293333167,0.3478281343138063,0.34764688316668324,0.3478530681958412,1.3048893672279653,1.3023449473403859,1.3095412341582284,0.998937,0.998829,0.999025
screen,xml,4096,1,sw,3,548.444,548.438,548.927,0.3777726183130069,0.377692225327806,0.3777737220879202,2.647094975982195,2.6470872417305604,2.6476584185233936,62.22273816869931,62.22262779120798,62.2307774672194,0.3777726183130069,0.377692225327806,0.3777737220879202,1.8165628378271146,1.8159218233044803,1.817816194171778,0.996283,0.995921,0.997848
screen,xml,65536,1,async,3,1321.433,1321.098,1322.712,0.20708703586379265,0.20704451645010788,0.20709157732082936,4.828887505337272,4.8287816092625775,4.829879183209244,79.29129641362074,79.29084226791706,79.29554835498921,0.20690294909688514,0.20686043084979583,0.20690749094309546,0.7558078647025881,0.7550176205546629,0.755981354882479,0.998726,0.998671,0.99875
screen,xml,65536,1,sync,3,842.737,841.605,843.037,0.20693914060449564,0.20689142979616879,0.20709347896525523,4.83233861452634,4.828737268775968,4.833452990223948,79.30608593955044,79.29065210347449,79.31085702038312,0.20675505708525618,0.2067073466570703,0.20690939415132228,1.1856001008814137,1.1851547108734677,1.187082801922478,0.999129,0.999055,0.999149
screen,xml,65536,1,sw,3,695.046,693.914,696.046,0.25324399960011684,0.25307278310231773,0.25333145109815786,3.9487608850714846,3.9473977497272217,3.9514324209083296,74.67560003998832,74.66685489018421,74.69272168976822,0.25324399960011684,0.25307278310231773,0.25333145109815786,1.4351985747191622,1.4349228958681308,1.4373175412166024,0.998965,0.995712,0.999002
screen,xml,262144,1,sw,3,700.027,699.507,700.848,0.23380040999568352,0.23376682170714186,0.23381701876544858,4.277152465294916,4.276848645492058,4.277767018849146,76.61995900043165,76.61829812345515,76.62331782928582,0.23380040999568352,0.23376682170714186,0.23381701876544858,1.4237788127831166,1.4229400604414089,1.4249332262616348,0.996097,0.995943,0.998661
screen,xml,262144,1,sync,3,861.064,859.346,861.434,0.19719110295927614,0.19707118772198665,0.19728364299384452,5.0712227123478275,5.068843948868083,5.074308484965979,80.2808897040724,80.27163570061555,80.29288122780133,0.19714395939564675,0.1970240500018021,0.1972365002621238,1.1601722571652642,1.1597077185914928,1.162509356800223,0.998997,0.998983,0.999012
screen,xml,262144,1,async,3,1357.251,1356.12,1358.06,0.19721506785418638,0.19721500306376244,0.19726934470600854,5.0706064748529425,5.069211343963781,5.070608140683321,80.27849321458136,80.27306552939915,80.27849969362376,0.1971679239857071,0.19716785919528315,0.1972222029457484,0.7355789356577844,0.7351998925901809,0.736156895689585,0.998365,0.998318,0.998445
screen,xml,1048576,1,async,3,1351.627,1348.105,1351.808,0.19473313548559093,0.1947330084970568,0.1947331967649417,5.1352328791213555,5.135231263147592,5.135236227889501,80.52668645144091,80.52668032350583,80.52669915029432,0.19471966879452987,0.19471954180599574,0.19471973007388063,0.738647266394019,0.7386369301179851,0.7405129642181041,0.998375,0.998289,0.998496
screen,xml,1048576,1,sync,3,866.347,866.047,866.353,0.19472755721277862,0.19472688707348784,0.19472868410793714,5.135379985829642,5.135350267378713,5.135397658889349,80.52724427872214,80.52713158920628,80.52731129265122,0.1947140898352239,0.1947134196959331,0.19471521673038242,1.1529936813039174,1.1529913744561007,1.1533893057045062,0.99889,0.998889,0.9989
screen,xml,1048576,1,sw,3,701.565,701.379,704.042,0.23066902798032932,0.23037598226927417,0.23066902798032932,4.335215736398198,4.335215736398198,4.340730271227464,76.93309720196707,76.93309720196707,76.96240177307259,0.23066902798032932,0.23037598226927417,0.23066902798032932,1.419087405484729,1.4186557888245077,1.419738097837339,0.996039,0.995319,0.998794
screen,xml,4194304,1,sync,3,867.177,865.827,867.907,0.1937774805020324,0.19377695759146077,0.19396547335819617,5.160558375561663,5.155556721959992,5.160572301420359,80.62225194979676,80.60345266418038,80.62230424085392,0.19377299841141837,0.19377247550084672,0.19396098341566742,1.1518271833104636,1.1509307651876584,1.1537489357173265,0.9989,0.998838,0.998947
screen,xml,4194304,1,sw,3,702.758,702.694,703.196,0.2295211557670195,0.2295211557670195,0.2295211557670195,4.356896847517934,4.356896847517934,4.356896847517934,77.04788442329806,77.04788442329806,77.04788442329806,0.2295211557670195,0.2295211557670195,0.2295211557670195,1.4175854137714488,1.4170644222005302,1.418016970822019,0.996219,0.995762,0.997143
screen,xml,4194304,1,async,3,1303.597,1300.196,1309.622,0.19396967595863954,0.19396814090067283,0.19397057762742603,5.155445020247555,5.155421055252903,5.15548582028262,80.60303240413604,80.6029422372574,80.60318590993272,0.1939651860161108,0.19396365095814408,0.19396608768489731,0.765969934314349,0.7624596810402763,0.7680492929444601,0.998534,0.998516,0.998615
screen,ooffice,4096,1,sync,3,375.54,375.139,375.932,0.7443117005150106,0.744309644407435,0.7443438201603051,1.343523149384957,1.343465174178024,1.3435268607813446,25.568829948498937,25.565617983969492,25.569035559256502,0.7413820130150106,0.741379956907435,0.7414141326603051,2.660827919643344,2.6581913784157023,2.6637523654080275,0.999277,0.999246,0.9993
screen,ooffice,4096,1,async,3,474.468,471.718,475.039,0.7445114857740346,0.7444233973381927,0.7446548343201617,1.3431626228846498,1.342904059587497,1.3433215607887434,25.54885142259654,25.534516567983832,25.557660266180726,0.7415817982740346,0.7414937098381927,0.7417251468201617,2.1053609268441384,2.1028880465193476,2.1130561033663864,0.998926,0.996766,0.998954
screen,ooffice,4096,1,sw,3,408.768,408.262,409.743,0.751726644560293,0.7516920860246591,0.751811427964058,1.3302707935607754,1.33012077604094,1.3303319518614636,24.827335543970698,24.818857203594202,24.830791397534092,0.751726644560293,0.7516920860246591,0.751811427964058,2.4446525536270767,2.4386850616590525,2.447720780682525,0.999296,0.999234,0.999313
screen,ooffice,65536,1,async,3,493.023,492.681,493.271,0.6622657583268627,0.6622643978900489,0.6623199215801129,1.509967845123661,1.509844362848509,1.5099709469299043,33.77342416731373,33.76800784198871,33.773560210995115,0.662082409560918,0.6620810491241041,0.662136573072514,2.0258120644007027,2.020926762867708,2.0271522264483126,0.998739,0.996864,0.998772
screen,ooffice,65536,1,sync,3,407.786,407.279,409.152,0.6623878492794738,0.6623202935847241,0.6624717099912413,1.509689528707042,1.5094984207147824,1.5098435148161136,33.76121507205262,33.75282900087587,33.76797064152759,0.6622045010920867,0.6621369450458398,0.6622883625813313,2.4501882515941955,2.4422493782845347,2.4534541807984533,0.99924,0.999154,0.999251
screen,ooffice,65536,1,sw,3,378.071,378.028,378.183,0.6831850901725504,0.6831755810787064,0.6832114193619236,1.463732177977468,1.46367576955013,1.4637525516076568,31.681490982744965,31.678858063807635,31.682441892129365,0.6831850901725504,0.6831755810787064,0.6832114193619236,2.6418258407472104,2.6408283879491457,2.6419187807780027,0.998719,0.998716,0.998797
screen,ooffice,262144,1,sw,3,418.863,417.589,418.986,0.7079049149853901,0.7079049149853901,0.7081180945009279,1.4126190945017498,1.4121938243998504,1.4126190945017498,29.20950850146099,29.188190549907212,29.20950850146099,0.7079049149853901,0.7079049149853901,0.7081180945009279,2.3754776880167205,2.375465758699965,2.391720096797839,0.995286,0.994999,0.998755
screen,ooffice,262144,1,sync,3,405.982,404.81,406.026,0.6560204907700402,0.6560194342360438,0.6563736214153519,1.524342629642856,1.5235225295064105,1.5243450846308124,34.39795092299598,34.36263785846481,34.39805657639562,0.6559736781868178,0.6559726216528214,0.6563268215796226,2.46094104640782,2.4609238069253623,2.4681158459244683,0.999116,0.999092,0.999207
screen,ooffice,262144,1,async,3,489.344,488.691,489.542,0.6563241936019776,0.6563234000766093,0.6563244526706711,1.5236372660771391,1.5236366646570423,1.5236391082251146,34.36758063980224,34.367554732932895,34.36765999233907,0.6562773898846266,0.6562765963592583,0.6562776489533201,2.040465828194716,2.0395947862094967,2.0431891093428836,0.998489,0.998468,0.998489
screen,ooffice,1048576,1,async,3,488.463,486.951,488.722,0.6536299704235499,0.6536292552313062,0.6536300395046188,1.529917606672784,1.5299174449783433,1.529919280687827,34.63700295764502,34.63699604953811,34.63707447686938,0.6536182672777443,0.6536175520855005,0.6536183363588133,2.04325344527609,2.0389094651142226,2.0503728589744923,0.998432,0.995932,0.998582
screen,ooffice,1048576,1,sync,3,405.146,404.935,405.55,0.6536306650515538,0.6536303473525199,0.6537625920044736,1.529915980794945,1.5296072492216826,1.529916724415297,34.63693349484463,34.623740799552635,34.63696526474801,0.6536189619057482,0.6536186442067142,0.65375088952593,2.465627722853115,2.4633176917736543,2.4664281273957953,0.99894,0.998743,0.998999
screen,ooffice,1048576,1,sw,3,416.847,416.263,417.863,0.7060633905524818,0.7056247594353362,0.7060770366772045,1.4163034273983788,1.416276054955697,1.4171838312479743,29.393660944751822,29.392296332279557,29.43752405646638,0.7060633905524818,0.7056247594353362,0.7060770366772045,2.3922937769900057,2.3900591758476444,2.3955720900403774,0.998587,0.995824,0.998716
screen,ooffice,4194304,1,sync,3,404.289,402.29,404.768,0.6532326251038704,0.6532319256734392,0.6532334747640772,1.5308482178779577,1.5308462267050253,1.5308498569923166,34.67673748961296,34.676652523592274,34.67680743265608,0.6532287240552684,0.6532280246248373,0.6532295737154753,2.4679649041177423,2.4668665028068633,2.4833819270013717,0.998955,0.997327,0.999039
screen,ooffice,4194304,1,sw,3,418.152,416.978,418.642,0.7053277921105193,0.7053277921105193,0.7057726525391382,1.4177805145147433,1.4168868634996388,1.4177805145147433,29.46722078894807,29.422734746086178,29.46722078894807,0.7053277921105193,0.7053277921105193,0.7057726525391382,2.3881755813021366,2.385582393248352,2.3951530083051034,0.998705,0.99862,0.998725
screen,ooffice,4194304,1,async,3,483.233,482.797,483.3,0.6532319131132448,0.6532317973008644,0.6532320228302367,1.5308498864271487,1.5308496293052705,1.5308501578336695,34.67680868867552,34.676797716976324,34.676820269913556,0.653228012064643,0.6532278962522626,0.6532281217816349,2.0669584109208556,2.0664809388263565,2.068628547353528,0.998729,0.998728,0.998822
